;ID;position.x;position.y;position.z;total_volume;cell_type;cycle_model;current_phase;elapsed_time_in_phase;nuclear_volume;cytoplasmic_volume;fluid_fraction;calcified_fraction;orientation.x;orientation.y;orientation.z;polarity;migration_speed;motility_vector.x;motility_vector.y;motility_vector.z;migration_bias;motility_bias_direction.x;motility_bias_direction.y;motility_bias_direction.z;persistence_time;motility_reserved;Oxygen;HIF;LDH;PDK;PDH;Diff_coeff;distance;simulation_time
3601;3600;25.9054895320805;121.614244317122;41.0618970847459;2494;0;9999;2;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528154526028394;3.58281728721024;3.39126629013017;6.23542823945004;0.142167657881342;46941.5517841199;130.947310781549;6
3602;3601;16.3131021459708;116.876615160093;55.3436999726871;2494;0;9999;3;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528149036316634;3.58282069253488;3.39126664455251;6.2354291678537;0.142167657248763;33412.0587564326;130.342570174031;6
3603;3602;26.5962748369099;120.637126622857;68.664536717842;2494;0;9999;1;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528156307204865;3.58281617825121;3.39126617235928;6.23542793093294;0.142167658093928;52834.1134449616;141.334697642496;6
3604;3603;16.6613060515126;116.189574476719;82.4908760447799;2494;0;9999;1;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528154125988972;3.58281752511618;3.39126630965284;6.2354282905607;0.142167657851139;47677.0631667306;143.465539301459;6
3605;3604;25.05850239259;120.336187957386;95.7539122534197;2494;0;9999;2;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528158435267246;3.58281485344591;3.39126603220884;6.23542756379499;0.142167658346301;67497.1651893524;155.812510364573;6
3606;3605;16.8067157800058;115.416258182494;109.038640099671;2494;0;9999;2;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.052815718126141;3.58281562143517;3.39126610775759;6.23542776167794;0.142167658214555;59471.9108454945;159.664659154566;6
3607;3606;17.3643093360707;124.7413616195;-95.5470248601533;2511.62816249999;0;9999;2;5.99444444444155;544.450874999998;1967.17728749999;0.744736035344566;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.052815802707438;3.58281510650701;3.39126606022137;6.23542763717404;0.142167658295385;63850.3288044997;158.085927574318;6
3608;3607;26.1679289273036;130.508963802008;-81.8545808441993;2494;0;9999;2;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528158439989311;3.58281484852909;3.39126603191765;6.23542756302881;0.142167658346706;67253.1897235161;156.261071742766;6
3609;3608;16.5069961328349;125.591027144131;-68.2205411638341;2494;0;9999;2;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528155913100357;3.58281642496204;3.39126620173385;6.23542800788361;0.142167658039625;49688.2394757391;143.873657273087;6
3610;3609;25.1964549875583;130.579898811099;-54.7414933993882;2612.95660190163;0;9999;2;29.9722222222167;571.939796184947;2041.01680571669;0.72951674884148;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528154517256724;3.58281728420815;3.3912662879065;6.23542823361992;0.142167657885861;44920.8942236099;143.814472210039;6
3611;3610;16.7918742592499;126.200343056263;-41.2026542011721;2494;0;9999;2;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528154012004971;3.58281760198398;3.39126632394691;6.23542832803466;0.14216765781992;42069.3234465652;133.813872008391;6
3612;3611;25.2179606010983;130.873127362463;-27.8351195409312;2494;0;9999;4;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528153245931468;3.58281806675439;3.39126636762455;6.23542844244863;0.142167657743097;39788.2906204477;136.156214997215;6
3613;3612;16.1761570031117;124.489082118089;-13.9940861212104;2494;0;9999;3;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528151997000497;3.58281884749189;3.39126645142221;6.2354286619677;0.142167657591776;35200.1550491499;126.313237898335;6
3614;3613;25.163840342441;130.943888374763;0.27772343672647;2494;0;9999;2;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528152610333041;3.58281847398032;3.39126641304073;6.23542856142838;0.142167657660573;38521.6128155854;133.340158593687;6
3615;3614;14.7493413625586;135.634563375915;13.854223445181;2494;0;9999;3;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528151994114549;3.5828188628584;3.39126645563687;6.23542867300856;0.142167657583985;35838.5008353242;137.135762513187;6
3616;3615;25.4255049976349;131.067620305725;27.5414658369934;2494;0;9999;3;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528153282731277;3.58281806046928;3.39126637131923;6.23542845213528;0.142167657735097;42294.956471486;136.32208088729;6
3617;3616;17.3299427709858;135.88440502407;40.8466625695885;2494;0;9999;2;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528153922492214;3.58281766457422;3.39126632953881;6.23542834267969;0.142167657811176;43469.8197542984;142.94526325928;6
3618;3617;26.7418496840586;130.557711641233;54.4654422794013;2494;0;9999;2;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528154526028394;3.58281728721024;3.39126629013017;6.23542823945004;0.142167657881342;46941.5517841199;143.968493067792;6
3619;3618;17.865467039078;141.208264150604;68.1216074759203;1247;0;9999;1;35.9666666666621;270;977;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528159857646038;3.58281398031872;3.39126601983336;6.23542753193785;0.142167658276475;71916.9563966447;157.795760976189;6
3620;3619;24.6355609565741;130.243543575864;81.9981617661136;2494;0;9999;1;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528158435267246;3.58281485344591;3.39126603220884;6.23542756379499;0.142167658346301;67497.1651893524;155.865294533019;6
3621;3620;13.2922515472322;133.76363888316;95.1862796825992;1247;0;9999;1;17.9833333333259;270;977;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.052815797295413;3.58281514057627;3.3912660619344;6.23542764166342;0.142167658293028;63861.3976312415;164.711331966788;6
3622;3621;16.3594275299545;144.449317280656;-81.3624444508646;2494;0;9999;3;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528161555342907;3.58281291714645;3.39126583209857;6.23542703960826;0.142167658702535;84274.604416176;166.592567358138;6
3623;3622;26.2669222562129;135.982965554913;-68.3613001122823;1247;0;9999;1;17.9833333333259;270;977;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528156335267032;3.58281608813899;3.39126600759621;6.2354274990315;0.142167658485225;52276.9185042813;154.449297437587;6
3624;3623;16.7765870810261;144.524941204933;-54.5316497815449;2494;0;9999;1;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528158569048884;3.58281477174555;3.39126602773249;6.23542755209888;0.14216765834948;67082.7725797968;155.378934647763;6
3625;3624;25.146207577171;140.299500621826;-41.1012140588092;2494;0;9999;2;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528158902167525;3.58281456206515;3.39126600323236;6.23542748791491;0.142167658394815;68172.2252679618;148.342817242211;6
3626;3625;16.1853518431949;144.252594697789;-27.4052724274781;2494;0;9999;3;35.9666666666621;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528157544633812;3.58281540612715;3.39126609410281;6.23542772596792;0.142167658229695;59390.2662884926;147.722123083027;6
3627;3626;30.1514981325382;143.021625406476;-13.6280524920438;1247;0;9999;1;29.9722222222167;270;977;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528157398760203;3.58281548847083;3.39126609900912;6.23542773881961;0.142167658222073;57276.68498329;146.799257451367;6
3628;3627;22.011047685388;145.185980262722;-0.0944948918767961;1247;0;9999;1;5.99444444444155;270;977;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528157398760203;3.58281556057594;3.39126612617735;6.23542780999598;0.142167658169109;57276.68498329;146.845034013209;6
3629;3628;25.2417084909663;149.776119066718;13.5893428763202;2494;0;9999;3;23.9777777777713;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528157432370029;3.58281547621562;3.39126610064953;6.23542774312313;0.142167658217932;59588.2397679673;152.494917718725;6
3630;3629;17.8665894526206;146.237358982807;27.5680896209111;2494;0;9999;2;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528157495563245;3.58281544618946;3.39126609917434;6.23542773925201;0.142167658221121;60786.3852182935;149.881885984536;6
3631;3630;25.7393445259543;149.55236241086;40.989822507538;2494;0;9999;1;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528158901824223;3.58281456976753;3.39126600667524;6.23542749693923;0.142167658387696;70381.5358537651;157.189657765689;6
3632;3631;17.40300432436;145.966862721055;54.4977028040078;2494;0;9999;2;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528158478293779;3.58281483492126;3.39126603430796;6.23542756932318;0.142167658338541;66761.8719891695;156.77751491542;6
3633;3632;26.738703266148;151.804799888362;67.8348507332624;2494;0;9999;1;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528160257377253;3.58281372630454;3.3912659169034;6.23542726176513;0.142167658550266;76463.2164790755;168.407905086147;6
3634;3633;16.1661567292254;144.551178957486;81.9403960820792;2494;0;9999;2;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.052816148779086;3.58281296080217;3.39126583547454;6.23542704844946;0.142167658697596;82678.2910978366;166.944950422231;6
3635;3634;16.7437384810863;154.14647733751;-40.4168228070668;2494;0;9999;3;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528158569048884;3.58281477174555;3.39126602773249;6.23542755209888;0.14216765834948;67082.7725797968;160.234231110909;6
3636;3635;22.0457794168682;156.62326759361;-27.1964007714593;1247;0;9999;1;11.9888888888831;270;977;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528157925468747;3.58281516247612;3.3912660371378;6.23542757631863;0.142167658374134;60305.1403793267;160.488343990206;6
3637;3636;16.5006537719736;154.4258307173;-13.8599457489188;2494;0;9999;2;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528156997883262;3.58281574414343;3.39126612840307;6.23542781581822;0.142167658168593;55664.3747986174;155.922117942882;6
3638;3637;27.9248856997223;155.939992264435;-0.14902689221792;1247;0;9999;1;5.99444444444155;270;977;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528157398760203;3.58281548772278;3.39126606651414;6.23542765323554;0.142167658327224;57276.68498329;158.420650919598;6
3639;3638;19.9662906023022;168.207259045949;13.9331148290009;2494;0;9999;1;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528161117931551;3.58281319493289;3.39126586492564;6.23542712563117;0.142167658639399;78215.3645158719;169.960190765381;6
3640;3639;25.4674047799813;159.595563533238;26.9168922235448;2494;0;9999;1;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528157967471184;3.58281514851733;3.39126603582617;6.23542757285994;0.142167658380345;64807.0576544718;163.840934118105;6
3641;3640;24.9378914314617;-158.920422293897;-27.1328929989643;2494;0;9999;2;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528154562536615;3.58281720241445;3.39126618774188;6.23542797046796;0.142167658164436;59472.7185755271;163.137343773923;6
3642;3641;24.7438436483762;-159.484416752561;-0.118968401282277;2494;0;9999;1;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528154108724145;3.58281748492761;3.39126620875158;6.23542802545341;0.142167658137297;56076.4979094157;161.392537432436;6
3643;3642;32.7636775799171;-160.700769326977;13.9983323855299;1247;0;9999;1;11.9888888888831;270;977;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528157919991946;3.58281576533457;3.39126622755997;6.23542807529533;0.14216765801616;81765.6224468282;164.603004651856;6
3644;3643;26.1553977284459;-159.779195338162;26.8893373354155;2494;0;9999;1;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528154720059958;3.5828171148664;3.39126618060423;6.2354279517781;0.142167658176234;61540.1576142573;164.12352834247;6
3645;3644;33.3905135695014;-154.017079278608;40.4390910861298;2494;0;9999;2;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528155709224186;3.58281649911801;3.39126614643051;6.23542786270043;0.142167658193093;71147.0395784765;162.700667465811;6
3646;3645;25.083351221974;-149.479013928188;-67.9583340893742;2494;0;9999;1;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528156906861508;3.58281574776353;3.39126606565218;6.23542765109604;0.142167658338365;68470.6648878268;166.106849002897;6
3647;3646;33.3592979028632;-144.577316041594;-54.4552812061437;2494;0;9999;3;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528155503410754;3.58281661953762;3.39126615812054;6.23542789332815;0.142167658171466;62167.9909747856;158.053221168071;6
3648;3647;25.2370217266971;-149.345886612602;-40.7531449513709;2583.7274112178;0;9999;2;23.9777777777713;564.004327932441;2019.72308328536;0.732534967281812;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528155503410754;3.58281661953762;3.39126615812054;6.23542789332815;0.142167658171466;62167.9909747856;156.849991830301;6
3649;3648;33.4598382706986;-145.006885973985;-27.3731123031875;2494;0;9999;2;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528154562536615;3.58281720315786;3.3912662199819;6.23542805538025;0.142167658060117;59472.7185755271;151.313730487806;6
3650;3649;24.7488958302584;-149.772201895109;-13.8785142525036;2494;0;9999;1;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528154108724145;3.58281748603261;3.39126624977145;6.23542813341657;0.142167658006682;56076.4979094157;152.436325930479;6
3651;3650;37.7682007996339;-150.276132482091;0.0938865644305135;1247;0;9999;1;47.9555555555516;270;977;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528154118010663;3.58281748073312;3.39126624823824;6.2354281294005;0.142167658009951;55388.8796116592;154.949545982243;6
3652;3651;23.7986524422043;-139.732706082764;14.2471489217132;2494;0;9999;1;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528149577043474;3.58281972100786;3.39126628140703;6.23542821616876;0.142167658000507;37048.1910412792;142.459068716858;6
3653;3652;33.7908961537422;-144.849138137274;27.3975611673036;2494;0;9999;2;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528154720059958;3.58281711557733;3.39126621175948;6.23542803383792;0.142167658075314;61540.1576142573;151.240615708546;6
3654;3653;25.8173077415681;-139.727434222172;41.1974748141311;2494;0;9999;1;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528151729710341;3.58281892194286;3.39126624957079;6.23542813253947;0.142167658111152;51391.3618017452;147.944317850991;6
3655;3654;33.6819768643081;-144.400381833402;54.5532799402624;2494;0;9999;3;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528155709224186;3.58281649911801;3.39126614643051;6.23542786270043;0.142167658193093;71147.0395784765;157.993690353003;6
3656;3655;24.9327771917545;-139.794462183264;68.1685686120662;2494;0;9999;2;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528153553034816;3.58281771661186;3.3912661190809;6.2354277908434;0.142167658318399;54491.5878740324;157.515360464368;6
3657;3656;27.2922194113829;-129.857383893766;-82.184403616803;2494;0;9999;1;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528155343152985;3.58281672170126;3.39126617111755;6.23542792738678;0.142167658146197;59864.7032071598;156.083572453931;6
3658;3657;33.5233632240407;-135.226544452255;-68.0175540185498;2494;0;9999;2;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528153094842842;3.58281811802654;3.39126631823635;6.23542831277784;0.142167657881445;43423.5616358664;155.036840334854;6
3659;3658;25.1390791183188;-130.718418834117;-54.7774715400612;2494;0;9999;2;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528151251513818;3.58281926284788;3.39126643978446;6.23542863118531;0.142167657662367;39466.8807619946;143.943911679969;6
3660;3659;33.6287386571619;-135.416710963518;-41.0269712194596;2494;0;9999;2;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528151251513818;3.58281926284788;3.39126643978446;6.23542863118531;0.142167657662367;39466.8807619946;145.436549874133;6
3661;3660;25.19312842761;-131.0194015602;-27.5097863357337;2494;0;9999;2;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.052815010753415;3.58281997009114;3.39126651477015;6.23542882761539;0.142167657527474;40121.5160600949;136.226156260098;6
3662;3661;33.4654780890217;-135.788940322086;-14.0589066795932;2494;0;9999;2;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528149519770135;3.58282033366396;3.39126655242237;6.23542892624379;0.142167657460603;37259.5659444916;140.556847554814;6
3663;3662;24.2903567763809;-128.287798796442;-0.0627729740527031;2494;0;9999;2;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528149519770135;3.58282032600299;3.39126654835056;6.23542891557052;0.142167657469735;37259.5659444916;130.567165446778;6
3664;3663;31.5091312284364;-125.852397604137;13.6204645181233;2494;0;9999;1;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528149577043474;3.58282030800838;3.39126654822643;6.23542891524569;0.142167657469755;37048.1910412792;130.449869249341;6
3665;3664;27.0024149076081;-130.207363119666;27.9243263723156;2494;0;9999;3;5.99444444444155;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528150377912075;3.58281981560345;3.39126649766176;6.2354287827893;0.142167657560102;44373.9308587534;135.878091776293;6
3666;3665;33.9649527976853;-125.79575804253;41.3804887545594;2494;0;9999;2;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528151729710341;3.58281897746325;3.39126641266275;6.2354285601357;0.142167657710885;51391.3618017452;136.713333693572;6
3667;3666;25.4072467713835;-130.689269448891;54.822034061885;2494;0;9999;2;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528151729710341;3.58281897746325;3.39126641266275;6.2354285601357;0.142167657710885;51391.3618017452;143.981487547078;6
3668;3667;33.543987583089;-125.789309395115;68.3794543281993;2644.25559427761;0;9999;2;35.9666666666621;580.349468628469;2063.90612564914;0.726948369123781;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528153553034816;3.58281784307664;3.39126629431865;6.23542825012434;0.142167657923042;54491.5878740324;147.050668938623;6
3669;3668;25.2221489031577;-130.41232877388;81.4510569546715;2494;0;9999;2;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528155684541554;3.58281651373639;3.39126615298657;6.23542787989505;0.142167658177214;65204.1080556368;155.813372245622;6
3670;3669;31.7009453439236;-128.330992563221;95.4622475402901;2494;0;9999;4;29.9722222222167;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528155684541554;3.58281651373639;3.39126615298657;6.23542787989505;0.142167658177214;65204.1080556368;163.054697244218;6
3671;3670;33.5325904001111;-115.42209806597;-108.976098678834;2494;0;9999;1;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528154911966933;3.58281699376297;3.39126620331357;6.23542801174272;0.142167658085498;62673.8688685624;162.242058123505;6
3672;3671;25.0706150854162;-120.47538605779;-95.6616673246652;2494;0;9999;4;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528155343152985;3.58281672170126;3.39126617111755;6.23542792738678;0.142167658146197;59864.7032071598;155.86535529703;6
3673;3672;33.8834030308417;-115.673119775465;-82.2964929260476;2494;0;9999;3;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528151840608864;3.58281890151891;3.3912664038825;6.23542853715034;0.142167657725052;44337.0513683319;145.948855382516;6
3674;3673;26.238322774212;-120.988617371355;-68.5511625929423;2494;0;9999;2;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528153094842842;3.58281811802654;3.39126631823635;6.23542831277784;0.142167657881445;43423.5616358664;141.513098362943;6
3675;3674;33.6465103187736;-116.503108886536;-54.883957780549;2494;0;9999;1;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528146794232662;3.58282203509454;3.39126673612006;6.23542940747581;0.142167657126382;29851.0206811;133.106389247535;6
3676;3675;25.2276116117169;-121.374028400749;-41.2089865850422;2494;0;9999;2;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528151251513818;3.58281926284788;3.39126643978446;6.23542863118531;0.142167657662367;39466.8807619946;130.637926090488;6
3677;3676;33.6312498305596;-116.496407646989;-27.6246434026166;2711.98224379962;0;9999;2;47.9555555555516;598.205528672106;2113.77671512752;0.722991187062207;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528145571366773;3.58282278888336;3.3912668163074;6.23542961752961;0.142167656982305;29954.7704338837;124.360744943655;6
3678;3677;25.0494020814556;-121.152753936427;-14.3638374169232;2494;0;9999;2;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528149519770135;3.58282033366396;3.39126655242237;6.23542892624379;0.142167657460603;37259.5659444916;124.546305269801;6
3679;3678;33.9587667652627;-115.786201336532;0.0390104888625373;2494;0;9999;1;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528144907935314;3.58282320740318;3.39126685700803;6.23542972413973;0.142167656912026;29198.7959406016;120.66334895891;6
3680;3679;25.1072033303616;-111.297876697718;13.7473272966271;2494;0;9999;1;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528144907935314;3.58282320739977;3.39126685677475;6.23542972352306;0.142167656912816;29198.7959406016;114.919876541411;6
3681;3680;33.8420976876827;-116.143185685293;27.5093757245191;2494;0;9999;2;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528145828396367;3.58282264169911;3.39126679771833;6.23542956882238;0.142167657018646;32891.6583443611;124.061649633494;6
3682;3681;25.2969221317687;-111.718968487685;41.2465032884211;2494;0;9999;2;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528147298425568;3.58282172842313;3.39126670381276;6.23542932283954;0.142167657185613;36054.1432270649;121.74701730562;6
3683;3682;33.6955938496874;-116.432708016141;54.8928121276564;2494;0;9999;1;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528147298425568;3.58282172842313;3.39126670381276;6.23542932283954;0.142167657185613;36054.1432270649;133.060848351937;6
3684;3683;25.2099498645337;-111.62511837853;68.6038217226095;2494;0;9999;2;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528149450174922;3.58282038844216;3.39126656347813;6.23542895522438;0.14216765743714;37976.0286348665;133.424858928689;6
3685;3684;33.0685032335984;-116.23482280909;82.1928828739741;2494;0;9999;3;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528152158523001;3.58281870161873;3.39126638547288;6.23542848892702;0.142167657757046;46568.5328869228;146.14968332058;6
3686;3685;25.022231676404;-111.251921308748;95.7297165556216;2494;0;9999;2;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528152158523001;3.58281870161873;3.39126638547288;6.23542848892702;0.142167657757046;46568.5328869228;148.886805005599;6
3687;3686;33.5319062043475;-115.535115604208;108.82631373209;2612.95660190163;0;9999;2;29.9722222222167;571.939796184947;2041.01680571669;0.72951674884148;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.052815519321952;3.5828168159;3.39126618702052;6.23542796906617;0.142167658113488;61518.9074553783;162.221817989721;6
3688;3687;33.2146068431963;-105.816939515627;-122.328410795165;2494;0;9999;2;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528157915739561;3.58281512666845;3.39126600689813;6.23542749721715;0.142167658438366;77416.6575518653;165.12018315116;6
3689;3688;25.1471527651885;-101.48273270871;-109.248059989269;2494;0;9999;4;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528154911966933;3.58281699376297;3.39126620331357;6.23542801174272;0.142167658085498;62673.8688685624;151.21594804002;6
3690;3689;33.5407338144674;-106.33349390614;-95.7987954496871;2494;0;9999;2;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528151840608864;3.58281890151891;3.3912664038825;6.23542853715034;0.142167657725052;44337.0513683319;147.000686939589;6
3691;3690;25.2608056141111;-101.960031202221;-82.3927104396276;2494;0;9999;1;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528151840608864;3.58281890151891;3.3912664038825;6.23542853715034;0.142167657725052;44337.0513683319;133.500992493015;6
3692;3691;33.6838084725715;-106.733987640888;-68.6311407387715;2494;0;9999;1;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528149025725264;3.58282065039173;3.39126658876014;6.23542902145373;0.142167657392057;32445.4867285434;131.289666577561;6
3693;3692;25.2316369189351;-102.008999655985;-54.9602357952661;2494;0;9999;2;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528146794232662;3.58282203509454;3.39126673612006;6.23542940747581;0.142167657126382;29851.0206811;118.587937966283;6
3694;3693;33.6548612728763;-106.860737483706;-41.2111714292267;2494;0;9999;3;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528146794232662;3.58282203509454;3.39126673612006;6.23542940747581;0.142167657126382;29851.0206811;119.374316975752;6
